1139,SOUTHERN MARYLAND HOSPITAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$26,365.18 ",7503 SURRATTS RD,CLINTON,MD,20735
1140,LAUREL REGIONAL MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$17,004.18 ",7300 VAN DUSEN ROAD,LAUREL,MD,20707
1141,GOOD SAMARITAN HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$26,608.75 ",5601 LOCH RAVEN BLVD,BALTIMORE,MD,21239
1142,SHADY GROVE ADVENTIST HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$21,346.87 ",9901 MEDICAL CTR DR,ROCKVILLE,MD,20850
1143,JAMES LAWRENCE KERNAN HOSPITAL INC,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$22,416.01 ",2200 KERNAN DRIVE,BALTIMORE,MD,21207
1144,FORT WASHINGTON HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$26,785.44 ",11711 LIVINGSTON ROAD,FORT WASHINGTON,MD,20744
1145,ATLANTIC GENERAL HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$22,518.81 ",9733 HEALTHWAY DRIVE,BERLIN,MD,21811
1146,"HEALTHALLIANCE HOSPITALS, INC",470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$15,340.45 ",60 HOSPITAL ROAD,LEOMINSTER,MA,1453
1147,MOUNT AUBURN HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$16,072.29 ",330 MOUNT AUBURN STREET,CAMBRIDGE,MA,2138
1148,STURDY MEMORIAL HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$16,803.95 ",211 PARK STREET,ATTLEBORO,MA,2703
1149,LAWRENCE GENERAL HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$16,486.86 ",ONE GENERAL STREET,LAWRENCE,MA,1842
1150,CAMBRIDGE HEALTH ALLIANCE,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$19,845.77 ",1493 CAMBRIDGE STREET,CAMBRIDGE,MA,2138
1151,CAPE COD HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$17,600.47 ",88 LEWIS BAY ROAD,HYANNIS,MA,2601
1152,"COOLEY DICKINSON HOSPITAL INC,THE",470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,782.77 ",30 LOCUST STREET,NORTHAMPTON,MA,1060
1153,BAYSTATE FRANKLIN MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,465.89 ",164 HIGH STREET,GREENFIELD,MA,1301
1154,CARNEY HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$20,045.96 ",2100 DORCHESTER AVENUE,BOSTON,MA,2124
1155,HARRINGTON MEMORIAL HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$15,419.81 ",100 SOUTH STREET,SOUTHBRIDGE,MA,1550
1156,SAINT ANNE'S HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$14,852.09 ",795 MIDDLE STREET,FALL RIVER,MA,2721
1157,HOLYOKE MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,996.00 ",575 BEECH STREET,HOLYOKE,MA,1040
1158,ANNA JAQUES HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$14,266.40 ",25 HIGHLAND AVENUE,NEWBURYPORT,MA,1950
1159,WING MEMORIAL HOSPITAL AND MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,479.26 ",40 WRIGHT STREET,PALMER,MA,1069
1160,BOSTON MEDICAL CENTER CORPORATION,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$24,472.16 ",1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,2118
1161,BEVERLY HOSPITAL CORPORATION,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$14,892.54 ",85 HERRICK STREET,BEVERLY,MA,1915
1162,NORTH SHORE MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$15,550.71 ",81 HIGHLAND AVENUE,SALEM,MA,1970
1163,ST ELIZABETH'S MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$20,816.22 ",736 CAMBRIDGE STREET,BRIGHTON,MA,2135
1164,BERKSHIRE MEDICAL CENTER INC,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$17,160.13 ",725 NORTH STREET,PITTSFIELD,MA,1201
1165,MARLBOROUGH HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,415.04 ",157 UNION STREET,MARLBOROUGH,MA,1752
1166,NORTH ADAMS REGIONAL HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,933.68 ",71 HOSPITAL AVENUE,NORTH ADAMS,MA,1247
1167,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$16,619.12 ",680 CENTER STREET,BROCKTON,MA,2302
1168,JORDAN HOSPITAL INC,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$14,218.52 ",275 SANDWICH STREET,PLYMOUTH,MA,2360
1169,LOWELL GENERAL HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$16,571.42 ",295 VARNUM AVENUE,LOWELL,MA,1854
1170,NOBLE HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,395.29 ",115 WEST SILVER STREET,WESTFIELD,MA,1085
1171,MERCY MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$14,998.44 ",271 CAREW STREET,SPRINGFIELD,MA,1104
1172,QUINCY MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$14,352.00 ",114 WHITWELL STREET,QUINCY,MA,2169
1173,HALLMARK HEALTH SYSTEM,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$14,193.88 ",585 LEBANON STREET,MELROSE,MA,2176
1174,MASSACHUSETTS GENERAL HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$19,446.75 ",55 FRUIT STREET,BOSTON,MA,2114
1175,MORTON HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$14,472.55 ",88 WASHINGTON STREET,TAUNTON,MA,2780
1176,"SOUTHCOAST HOSPITAL GROUP, INC",470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$16,352.01 ",363 HIGHLAND AVENUE,FALL RIVER,MA,2720
1177,BAYSTATE MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$18,042.53 ",759 CHESTNUT STREET,SPRINGFIELD,MA,1199
1178,HOLY FAMILY HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$14,677.78 ",70 EAST STREET,METHUEN,MA,1844
1179,SAINTS  MEDICAL CENTER INC,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$14,486.48 ",1 HOSPITAL DRIVE,LOWELL,MA,1852
1180,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,580.17 ",148 CHESTNUT STREET,NEEDHAM,MA,2494
1181,EMERSON HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,296.24 ",OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,1742
1182,BETH ISRAEL DEACONESS MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$21,064.61 ",330 BROOKLINE AVENUE,BOSTON,MA,2215
1183,NEW ENGLAND BAPTIST HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,934.44 ",125 PARKER HILL AVENUE,BOSTON,MA,2120
1184,MILFORD REGIONAL MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$14,233.15 ",14 PROSPECT STREET,MILFORD,MA,1757
1185,HEYWOOD HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$15,652.01 ",242 GREEN STREET,GARDNER,MA,1440
1186,NASHOBA VALLEY MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,099.00 ",200 GROTON ROAD,AYER,MA,1432
1187,SOUTH SHORE HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,941.99 ",55 FOGG ROAD,SOUTH WEYMOUTH,MA,2190
1188,NEWTON-WELLESLEY HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$14,798.93 ",2014 WASHINGTON STREET,NEWTON,MA,2462
1189,WINCHESTER HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,418.52 ",41 HIGHLAND AVENUE,WINCHESTER,MA,1890
1190,MILTON HOSPITAL INC,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,572.00 ",199 REEDSDALE ROAD,MILTON,MA,2186
1191,BRIGHAM AND WOMEN'S HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$19,440.23 ",75 FRANCIS STREET,BOSTON,MA,2115
1192,GOOD SAMARITAN MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$15,862.84 ",235 NORTH PEARL STREET,BROCKTON,MA,2301
1193,TUFTS MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$22,605.25 ",800 WASHINGTON STREET,BOSTON,MA,2111
1194,FAULKNER HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$16,232.39 ",1153 CENTRE STREET,BOSTON,MA,2130
1195,NORWOOD HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,935.24 ",800 WASHINGTON STREET,NORWOOD,MA,2062
1196,FALMOUTH HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$15,126.23 ",67 & 100 TER HEUN DRIVE,FALMOUTH,MA,2540
1197,UMASS MEMORIAL MEDICAL CENTER INC,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$20,435.50 ",55 LAKE AVENUE NORTH,WORCESTER,MA,1655
1198,LAHEY CLINIC HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$16,013.77 ",41 & 45 MALL ROAD,BURLINGTON,MA,1803
1199,MERRIMACK VALLEY HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,453.73 ",140 LINCOLN AVENUE,HAVERHILL,MA,1830
1200,METROWEST MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$15,377.10 ",115 LINCOLN STREET,FRAMINGHAM,MA,1701
1201,ST VINCENT HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$16,538.42 ",123 SUMMER STREET,WORCESTER,MA,1608
1202,ST MARY MERCY HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,366.15 ",36475 FIVE MILE ROAD,LIVONIA,MI,48154
1203,SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,268.85 ",8333 FELCH ST,ZEELAND,MI,49464
1204,"MERCY HEALTH PARTNERS, MERCY CAMPUS",470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,506.29 ",1500 E SHERMAN BOULEVARD,MUSKEGON,MI,49444
1205,EMMA L BIXBY MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,725.63 ",818 RIVERSIDE AVENUE,ADRIAN,MI,49221
1206,DOCTORS' HOSPITAL OF MICHIGAN,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$15,932.36 ",461 W HURON ST,PONTIAC,MI,48341
1207,THREE RIVERS HEALTH,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,654.81 ",701 S HEALTH PARKWAY,THREE RIVERS,MI,49093
1208,BRONSON METHODIST HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$16,282.76 ",601 JOHN STREET,KALAMAZOO,MI,49007
1209,PROVIDENCE HOSPITAL AND MEDICAL CENTERS,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$19,776.71 ",16001 W NINE MILE RD,SOUTHFIELD,MI,48075
1210,OAKWOOD HOSPITAL AND MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$15,200.56 ",18101 OAKWOOD BLVD,DEARBORN,MI,48124
1211,"LAKELAND HOSPITAL, ST JOSEPH",470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$14,174.10 ",1234 NAPIER AVENUE,ST JOSEPH,MI,49085
1212,COMMUNITY HEALTH CENTER OF BRANCH COUNTY,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,176.93 ",274 E CHICAGO ST,COLDWATER,MI,49036
1213,SINAI-GRACE HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$17,501.26 ",6071 W OUTER DRIVE,DETROIT,MI,48235
1214,ST JOSEPH MERCY OAKLAND,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$15,966.64 ",44405 WOODWARD AVE,PONTIAC,MI,48341
1215,MIDMICHIGAN MEDICAL CENTER-GRATIOT,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$14,768.93 ",300 E WARWICK DR,ALMA,MI,48801
1216,ST JOSEPH MERCY PORT HURON,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,610.42 ",2601 ELECTRIC AVENUE,PORT HURON,MI,48060
1217,SPECTRUM HEALTH UNITED MEMORIAL - UNITED CAMPUS,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,319.87 ",615 S BOWER STREET,GREENVILLE,MI,48838
1218,ALPENA REGIONAL MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,891.04 ",1501 W CHISHOLM ST,ALPENA,MI,49707
1219,HILLSDALE COMMUNITY HEALTH CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,220.82 ",168 S HOWELL STREET,HILLSDALE,MI,49242
1220,SPECTRUM HEALTH - BUTTERWORTH CAMPUS,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$16,007.49 ",100 MICHIGAN ST NE,GRAND RAPIDS,MI,49503
1221,PENNOCK HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,824.53 ",1009 W GREEN ST,HASTINGS,MI,49058
1222,MCLAREN BAY REGION,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,190.97 ",1900 COLUMBUS AVE,BAY CITY,MI,48708
1223,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$20,189.53 ","1500 E MEDICAL CENTER DRIVE, SPC 5474",ANN ARBOR,MI,48109
1224,HENRY FORD MACOMB HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,390.26 ",15855 NINETEEN MILE RD,CLINTON TOWNSHI,MI,48038
1225,HENRY FORD HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$17,816.78 ",2799 W GRAND BLVD,DETROIT,MI,48202
1226,MARQUETTE GENERAL HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$14,533.54 ",420 W MAGNETIC,MARQUETTE,MI,49855
1227,DICKINSON COUNTY MEMORIAL HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,837.60 ",1721 S STEPHENSON AVE,IRON MOUNTAIN,MI,49801
1228,MERCY HOSPITAL - GRAYLING,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,347.25 ",1100 E MICHIGAN AVE,GRAYLING,MI,49738
1229,SAINT MARY'S HEALTH CARE,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$16,281.77 ",200 JEFFERSON AVENUE SE,GRAND RAPIDS,MI,49503
1230,"MERCY HEALTH PARTNERS, HACKLEY CAMPUS",470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,693.81 ",1700 CLINTON STREET,MUSKEGON,MI,49442
1231,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$14,207.88 ",620 BYRON RD,HOWELL,MI,48843
1232,"COVENANT MEDICAL CENTER, INC",470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,529.78 ",1447 N HARRISON,SAGINAW,MI,48602
1233,HOLLAND COMMUNITY HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,476.43 ",602 MICHIGAN AVE,HOLLAND,MI,49423
1234,BRONSON BATTLE CREEK HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,576.09 ",300 NORTH AVENUE,BATTLE CREEK,MI,49017
1235,ST MARY'S OF MICHIGAN MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,288.89 ",800 S WASHINGTON AVENU,SAGINAW,MI,48601
1236,COMMUNITY HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$16,862.65 ",400 MEDICAL PARK DR,WATERVLIET,MI,49098
1237,CENTRAL MICHIGAN COMMUNITY HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$11,853.73 ",1221 SOUTH DRIVE,MOUNT PLEASANT,MI,48858
1238,MERCY HOSPITAL - CADILLAC,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,481.99 ",400 HOBART ST,CADILLAC,MI,49601
1239,SOUTH HAVEN COMMUNITY HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$16,063.53 ",955 S BAILEY AVE,SOUTH HAVEN,MI,49090
1240,"BEAUMONT HOSPITAL, GROSSE POINTE",470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,192.85 ",468 CADIEUX RD,GROSSE POINTE,MI,48230
1241,ALLEGIANCE HEALTH,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,321.96 ",205 N EAST AVE,JACKSON,MI,49201
1242,MECOSTA COUNTY MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,408.78 ",605 OAK STREET,BIG RAPIDS,MI,49307
1243,WEST BRANCH REGIONAL MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,755.34 ",2463 SOUTH M-30,WEST BRANCH,MI,48661
1244,STURGIS HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,917.71 ",916 MYRTLE AVE,STURGIS,MI,49091
1245,MUNSON MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,171.65 ",1105 SIXTH STREET,TRAVERSE CITY,MI,49684
1246,MERCY MEMORIAL HOSPITAL SYSTEM,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,613.48 ",718 N MACOMB ST,MONROE,MI,48162
1247,TAWAS ST JOSEPH HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$12,728.90 ",200 HEMLOCK M-55,TAWAS CITY,MI,48763
1248,ST FRANCIS HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$14,462.00 ",3401 LUDINGTON ST,ESCANABA,MI,49829
1249,HARPER UNIVERSITY HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$21,070.81 ",3990 JOHN R STREET,DETROIT,MI,48201
1250,NORTHERN MICHIGAN REGIONAL HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,588.07 ",416 CONNABLE AVE,PETOSKEY,MI,49770
1251,SPECTRUM HEALTH GERBER MEMORIAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,370.78 ",212 S SULLIVAN ST,FREMONT,MI,49412
1252,PORTAGE HEALTH HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$15,382.26 ",500 CAMPUS DRIVE,HANCOCK,MI,49930
1253,MEMORIAL MEDICAL CENTER OF WEST MICHIGAN,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$14,493.80 ",1 N ATKINSON DRIVE,LUDINGTON,MI,49431
1254,BORGESS MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$14,560.02 ",1521 GULL ROAD,KALAMAZOO,MI,49048
1255,HURON MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$15,191.06 ",1100 SOUTH VAN DYKE ROAD,BAD AXE,MI,48413
1256,MEMORIAL HEALTHCARE,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,089.61 ",826 WEST KING STREET,OWOSSO,MI,48867
1257,WILLIAM BEAUMONT HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$15,141.26 ",3601 W THIRTEEN MILE RD,ROYAL OAK,MI,48073
1258,HURLEY MEDICAL CENTER,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$19,306.37 ",ONE HURLEY PLAZA,FLINT,MI,48503
1259,OTSEGO MEMORIAL HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$14,530.27 ",825 N CENTER AVE,GAYLORD,MI,49735
1260,MCLAREN FLINT,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$15,068.52 ",401 S BALLENGER HIGHWAY,FLINT,MI,48532
1261,OAKWOOD ANNAPOLIS HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,438.91 ",33155 ANNAPOLIS AVE,WAYNE,MI,48184
1262,HENRY FORD WYANDOTTE HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$13,252.90 ",2333 BIDDLE AVE,WYANDOTTE,MI,48192
1263,BOTSFORD HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$17,474.93 ",28050 GRAND RIVER AVENUE,FARMINGTON HILL,MI,48336
1264,ST JOSEPH MERCY HOSPITAL,470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"$14,035.49 ",5301 E HURON RIVER DR,ANN ARBOR,MI,48106
